State,Year,Quarter,District,Registered_users
delhi,2024,2,North West,2085373
delhi,2024,2,Central Delhi,1956609
delhi,2024,2,New Delhi,1940666
delhi,2024,2,North,1707431
delhi,2024,2,South West,1599704
delhi,2024,2,East,1471663
delhi,2024,2,South,1395197
delhi,2024,2,Shahdara,1212695
delhi,2024,3,West,2715492
delhi,2024,3,South East,2262427
delhi,2024,3,Central Delhi,1990109
delhi,2024,3,North West,1907401
delhi,2024,3,North,1686282
delhi,2024,3,New Delhi,1633520
delhi,2024,3,South West,1419174
delhi,2024,3,South,1307337
delhi,2024,3,East,1256144
delhi,2024,3,Shahdara,1189211
delhi,2024,4,West,2781222
delhi,2024,4,South East,2320701
delhi,2024,4,Central Delhi,2040406
delhi,2024,4,North West,1953572
delhi,2024,4,North,1727450
delhi,2024,4,New Delhi,1676758
delhi,2024,4,South West,1452225
delhi,2024,4,South,1340531
delhi,2024,4,East,1285131
delhi,2024,4,Shahdara,1217468
delhi,2023,1,West,2453869
delhi,2023,1,South East Delhi,1980915
delhi,2023,1,North West,1731494
delhi,2023,1,Central Delhi,1629248
delhi,2023,1,New Delhi,1622600
delhi,2023,1,North,1416994
delhi,2023,1,South West,1333347
delhi,2023,1,East,1230290
delhi,2023,1,South,1167338
delhi,2023,1,Shahdara,1007880
delhi,2023,2,West,2546575
delhi,2023,2,South East Delhi,2055408
delhi,2023,2,North West,1798636
delhi,2023,2,Central Delhi,1690547
delhi,2023,2,New Delhi,1682305
delhi,2023,2,North,1471979
delhi,2023,2,South West,1383364
delhi,2023,2,East,1275831
delhi,2023,2,South,1209741
delhi,2023,2,Shahdara,1046614
delhi,2023,3,West,2641529
delhi,2023,3,South East Delhi,2133173
delhi,2023,3,North West,1866671
delhi,2023,3,Central Delhi,1754227
delhi,2023,3,New Delhi,1744588
delhi,2023,3,North,1528582
delhi,2023,3,South West,1435544
delhi,2023,3,East,1322844
delhi,2023,3,South,1254751
delhi,2023,3,Shahdara,1086372
delhi,2023,4,West,2732926
delhi,2023,4,South East Delhi,2207076
delhi,2023,4,North West,1933267
delhi,2023,4,Central Delhi,1815323
delhi,2023,4,New Delhi,1803952
delhi,2023,4,North,1583005
delhi,2023,4,South West,1484762
delhi,2023,4,East,1367614
delhi,2023,4,South,1296849
delhi,2023,4,Shahdara,1124343
delhi,2019,1,West,820526
delhi,2019,1,South East Delhi,671667
delhi,2019,1,North West,583438
delhi,2019,1,New Delhi,558516
delhi,2019,1,Central Delhi,529918
delhi,2019,1,South West,467571
delhi,2019,1,North,447987
delhi,2019,1,East,439639
delhi,2019,1,South,407519
delhi,2019,1,Shahdara,310351
delhi,2019,2,West,919096
delhi,2019,2,South East Delhi,749218
delhi,2019,2,North West,649377
delhi,2019,2,New Delhi,637526
delhi,2019,2,Central Delhi,596940
delhi,2019,2,South West,519422
delhi,2019,2,North,502570
delhi,2019,2,East,487121
delhi,2019,2,South,453829
delhi,2019,2,Shahdara,352312
delhi,2019,3,West,1008836
delhi,2019,3,South East Delhi,821304
delhi,2019,3,North West,709448
delhi,2019,3,New Delhi,705546
delhi,2019,3,Central Delhi,658985
delhi,2019,3,South West,567496
delhi,2019,3,North,554029
delhi,2019,3,East,532254
delhi,2019,3,South,498200
delhi,2019,3,Shahdara,391827
delhi,2019,4,West,1081496
delhi,2019,4,South East Delhi,883080
delhi,2019,4,North West,758620
delhi,2019,4,New Delhi,757888
delhi,2019,4,Central Delhi,711015
delhi,2019,4,South West,605482
delhi,2019,4,North,598910
delhi,2019,4,East,568283
delhi,2019,4,South,533716
delhi,2019,4,Shahdara,425305
delhi,2021,1,West,1559112
delhi,2021,1,South East Delhi,1260645
delhi,2021,1,North West,1094464
delhi,2021,1,New Delhi,1039016
delhi,2021,1,Central Delhi,1035060
delhi,2021,1,North,890194
delhi,2021,1,South West,849223
delhi,2021,1,East,786308
delhi,2021,1,South,749173
delhi,2021,1,Shahdara,636908
delhi,2021,2,West,1666267
delhi,2021,2,South East Delhi,1346063
delhi,2021,2,North West,1170137
delhi,2021,2,New Delhi,1108471
delhi,2021,2,Central Delhi,1105640
delhi,2021,2,North,952374
delhi,2021,2,South West,906878
delhi,2021,2,East,839185
delhi,2021,2,South,799590
delhi,2021,2,Shahdara,681073
delhi,2021,3,West,1785309
delhi,2021,3,South East Delhi,1441462
delhi,2021,3,North West,1254464
delhi,2021,3,New Delhi,1185588
delhi,2021,3,Central Delhi,1184217
delhi,2021,3,North,1022251
delhi,2021,3,South West,971552
delhi,2021,3,East,898137
delhi,2021,3,South,855177
delhi,2021,3,Shahdara,730209
delhi,2021,4,West,1905278
delhi,2021,4,South East Delhi,1537814
delhi,2021,4,North West,1339480
delhi,2021,4,Central Delhi,1263911
delhi,2021,4,New Delhi,1263818
delhi,2021,4,North,1093028
delhi,2021,4,South West,1036466
delhi,2021,4,East,957392
delhi,2021,4,South,911399
delhi,2021,4,Shahdara,779798
delhi,2020,1,West,1160353
delhi,2020,1,South East Delhi,947535
delhi,2020,1,North West,814249
delhi,2020,1,New Delhi,810489
delhi,2020,1,Central Delhi,765149
delhi,2020,1,North,648654
delhi,2020,1,South West,644981
delhi,2020,1,East,604768
delhi,2020,1,South,570329
delhi,2020,1,Shahdara,460186
delhi,2020,2,West,1243875
delhi,2020,2,South East Delhi,1011931
delhi,2020,2,North West,877218
delhi,2020,2,New Delhi,858515
delhi,2020,2,Central Delhi,821609
delhi,2020,2,North,704186
delhi,2020,2,South West,688199
delhi,2020,2,East,641233
delhi,2020,2,South,608062
delhi,2020,2,Shahdara,498710
delhi,2020,3,West,1343895
delhi,2020,3,South East Delhi,1088989
delhi,2020,3,North West,946954
delhi,2020,3,New Delhi,912051
delhi,2020,3,Central Delhi,888536
delhi,2020,3,North,763389
delhi,2020,3,South West,739034
delhi,2020,3,East,685955
delhi,2020,3,South,651616
delhi,2020,3,Shahdara,543831
delhi,2020,4,West,1451042
delhi,2020,4,South East Delhi,1174221
delhi,2020,4,North West,1019187
delhi,2020,4,New Delhi,971715
delhi,2020,4,Central Delhi,962750
delhi,2020,4,North,827019
delhi,2020,4,South West,792331
delhi,2020,4,East,734091
delhi,2020,4,South,699303
delhi,2020,4,Shahdara,591192
delhi,2018,1,West,308558
delhi,2018,1,South East Delhi,251213
delhi,2018,1,North West,223679
delhi,2018,1,New Delhi,212008
delhi,2018,1,Central Delhi,202723
delhi,2018,1,South West,179197
delhi,2018,1,North,173622
delhi,2018,1,East,169295
delhi,2018,1,South,156706
delhi,2018,1,Shahdara,114549
delhi,2018,2,West,406877
delhi,2018,2,South East Delhi,333350
delhi,2018,2,North West,294038
delhi,2018,2,New Delhi,282319
delhi,2018,2,Central Delhi,267154
delhi,2018,2,South West,236789
delhi,2018,2,North,227958
delhi,2018,2,East,221449
delhi,2018,2,South,206935
delhi,2018,2,Shahdara,152113
delhi,2018,3,West,515854
delhi,2018,3,South East Delhi,423177
delhi,2018,3,North West,376806
delhi,2018,3,New Delhi,363140
delhi,2018,3,Central Delhi,340549
delhi,2018,3,South West,297663
delhi,2018,3,North,290251
delhi,2018,3,East,280847
delhi,2018,3,South,264628
delhi,2018,3,Shahdara,192430
delhi,2018,4,West,686653
delhi,2018,4,South East Delhi,564640
delhi,2018,4,North West,496928
delhi,2018,4,New Delhi,470991
delhi,2018,4,Central Delhi,446787
delhi,2018,4,South West,393208
delhi,2018,4,North,379177
delhi,2018,4,East,373139
delhi,2018,4,South,344311
delhi,2018,4,Shahdara,257785
west-bengal,2022,1,North Twenty Four Parganas,3224459
west-bengal,2022,1,Kolkata,2340343
west-bengal,2022,1,South Twenty Four Parganas,1569037
west-bengal,2022,1,Murshidabad,1524507
west-bengal,2022,1,Hooghly,1356282
west-bengal,2022,1,Howrah,1218931
west-bengal,2022,1,Nadia,1164783
west-bengal,2022,1,Purba Medinipur,1155279
west-bengal,2022,1,Paschim Medinipur,1048100
west-bengal,2022,1,Purba Bardhaman,962974
west-bengal,2022,2,North Twenty Four Parganas,3397791
west-bengal,2022,2,Kolkata,2461795
west-bengal,2022,2,South Twenty Four Parganas,1655743
west-bengal,2022,2,Murshidabad,1608797
west-bengal,2022,2,Hooghly,1429378
west-bengal,2022,2,Howrah,1285159
west-bengal,2022,2,Nadia,1229358
west-bengal,2022,2,Purba Medinipur,1219530
west-bengal,2022,2,Paschim Medinipur,1105840
west-bengal,2022,2,Purba Bardhaman,1016127
west-bengal,2022,3,North Twenty Four Parganas,3578500
west-bengal,2022,3,Kolkata,2588380
west-bengal,2022,3,South Twenty Four Parganas,1745822
west-bengal,2022,3,Murshidabad,1696729
west-bengal,2022,3,Hooghly,1506412
west-bengal,2022,3,Howrah,1354886
west-bengal,2022,3,Nadia,1296764
west-bengal,2022,3,Purba Medinipur,1286641
west-bengal,2022,3,Paschim Medinipur,1165076
west-bengal,2022,3,Purba Bardhaman,1070637
west-bengal,2022,4,North Twenty Four Parganas,3755017
west-bengal,2022,4,Kolkata,2716412
west-bengal,2022,4,South Twenty Four Parganas,1828512
west-bengal,2022,4,Murshidabad,1778470
west-bengal,2022,4,Hooghly,1579023
west-bengal,2022,4,Howrah,1422011
west-bengal,2022,4,Nadia,1359420
west-bengal,2022,4,Purba Medinipur,1346908
west-bengal,2022,4,Paschim Medinipur,1217113
west-bengal,2022,4,Purba Bardhaman,1119310
west-bengal,2024,1,North Twenty Four Parganas,4570438
west-bengal,2024,1,Kolkata,3279239
west-bengal,2024,1,South Twenty Four Parganas,2243985
west-bengal,2024,1,Murshidabad,2188015
west-bengal,2024,1,Hooghly,1930844
west-bengal,2024,1,Howrah,1737851
west-bengal,2024,1,Nadia,1671140
west-bengal,2024,1,Purba Medinipur,1655920
west-bengal,2024,1,Paschim Medinipur,1498903
west-bengal,2024,1,Purba Bardhaman,1377496
west-bengal,2024,2,North Twenty Four Parganas,4746814
west-bengal,2024,2,Kolkata,3404100
west-bengal,2024,2,South Twenty Four Parganas,2333257
west-bengal,2024,2,Murshidabad,2271497
west-bengal,2024,2,Hooghly,2007748
west-bengal,2024,2,Howrah,1807232
west-bengal,2024,2,Nadia,1737326
west-bengal,2024,2,Purba Medinipur,1721598
west-bengal,2024,2,Paschim Medinipur,1558562
west-bengal,2024,2,Purba Bardhaman,1432719
west-bengal,2024,3,North Twenty Four Parganas,4926291
west-bengal,2024,3,Kolkata,3380214
west-bengal,2024,3,South Twenty Four Parganas,2439683
west-bengal,2024,3,Murshidabad,2382885
west-bengal,2024,3,Howrah,2078394
west-bengal,2024,3,Hooghly,1893901
west-bengal,2024,3,Nadia,1798554
west-bengal,2024,3,Purba Medinipur,1656767
west-bengal,2024,3,Paschim Medinipur,1469201
west-bengal,2024,3,Paschim Bardhaman,1423040
west-bengal,2024,4,North Twenty Four Parganas,5085095
west-bengal,2024,4,Kolkata,3476288
west-bengal,2024,4,South Twenty Four Parganas,2525913
west-bengal,2024,4,Murshidabad,2463675
west-bengal,2024,4,Howrah,2140752
west-bengal,2024,4,Hooghly,1957356
west-bengal,2024,4,Nadia,1861738
west-bengal,2024,4,Purba Medinipur,1717074
west-bengal,2024,4,Paschim Medinipur,1522845
west-bengal,2024,4,Paschim Bardhaman,1468252
west-bengal,2023,1,North Twenty Four Parganas,3926974
west-bengal,2023,1,Kolkata,2838411
west-bengal,2023,1,South Twenty Four Parganas,1913867
west-bengal,2023,1,Murshidabad,1868610
west-bengal,2023,1,Hooghly,1651210
west-bengal,2023,1,Howrah,1488195
west-bengal,2023,1,Nadia,1423179
west-bengal,2023,1,Purba Medinipur,1409101
west-bengal,2023,1,Paschim Medinipur,1274166
west-bengal,2023,1,Purba Bardhaman,1171416
west-bengal,2023,2,North Twenty Four Parganas,4079270
west-bengal,2023,2,Kolkata,2941189
west-bengal,2023,2,South Twenty Four Parganas,1993465
west-bengal,2023,2,Murshidabad,1943677
west-bengal,2023,2,Hooghly,1717832
west-bengal,2023,2,Howrah,1546777
west-bengal,2023,2,Nadia,1482400
west-bengal,2023,2,Purba Medinipur,1468608
west-bengal,2023,2,Paschim Medinipur,1328693
west-bengal,2023,2,Purba Bardhaman,1221383
west-bengal,2023,3,North Twenty Four Parganas,4241525
west-bengal,2023,3,Kolkata,3053050
west-bengal,2023,3,South Twenty Four Parganas,2074469
west-bengal,2023,3,Murshidabad,2023550
west-bengal,2023,3,Hooghly,1787671
west-bengal,2023,3,Howrah,1608895
west-bengal,2023,3,Nadia,1544294
west-bengal,2023,3,Purba Medinipur,1530289
west-bengal,2023,3,Paschim Medinipur,1384076
west-bengal,2023,3,Purba Bardhaman,1272153
west-bengal,2023,4,North Twenty Four Parganas,4396190
west-bengal,2023,4,Kolkata,3159912
west-bengal,2023,4,South Twenty Four Parganas,2154289
west-bengal,2023,4,Murshidabad,2100695
west-bengal,2023,4,Hooghly,1855311
west-bengal,2023,4,Howrah,1669556
west-bengal,2023,4,Nadia,1603527
west-bengal,2023,4,Purba Medinipur,1589203
west-bengal,2023,4,Paschim Medinipur,1437662
west-bengal,2023,4,Purba Bardhaman,1321422
west-bengal,2019,1,North Twenty Four Parganas,1130983
west-bengal,2019,1,Kolkata,868126
west-bengal,2019,1,South Twenty Four Parganas,487180
west-bengal,2019,1,Hooghly,480952
west-bengal,2019,1,Murshidabad,478812
west-bengal,2019,1,Howrah,410583
west-bengal,2019,1,Purba Medinipur,389583
west-bengal,2019,1,Nadia,385179
west-bengal,2019,1,Paschim Medinipur,361979
west-bengal,2019,1,Paschim Bardhaman,349928
west-bengal,2019,2,North Twenty Four Parganas,1312362
west-bengal,2019,2,Kolkata,1014406
west-bengal,2019,2,South Twenty Four Parganas,579599
west-bengal,2019,2,Hooghly,557946
west-bengal,2019,2,Murshidabad,548604
west-bengal,2019,2,Howrah,480813
west-bengal,2019,2,Purba Medinipur,448850
west-bengal,2019,2,Nadia,447979
west-bengal,2019,2,Paschim Medinipur,411877
west-bengal,2019,2,Paschim Bardhaman,395259
west-bengal,2019,3,North Twenty Four Parganas,1478650
west-bengal,2019,3,Kolkata,1138965
west-bengal,2019,3,South Twenty Four Parganas,659919
west-bengal,2019,3,Hooghly,624518
west-bengal,2019,3,Murshidabad,622422
west-bengal,2019,3,Howrah,540552
west-bengal,2019,3,Purba Medinipur,504142
west-bengal,2019,3,Nadia,502635
west-bengal,2019,3,Paschim Medinipur,455417
west-bengal,2019,3,Paschim Bardhaman,438438
west-bengal,2019,4,North Twenty Four Parganas,1638605
west-bengal,2019,4,Kolkata,1238698
west-bengal,2019,4,Murshidabad,750671
west-bengal,2019,4,South Twenty Four Parganas,741375
west-bengal,2019,4,Hooghly,694972
west-bengal,2019,4,Howrah,597553
west-bengal,2019,4,Purba Medinipur,573088
west-bengal,2019,4,Nadia,571859
west-bengal,2019,4,Paschim Medinipur,520047
west-bengal,2019,4,Paschim Bardhaman,492425
west-bengal,2021,1,North Twenty Four Parganas,2491076
west-bengal,2021,1,Kolkata,1823074
west-bengal,2021,1,South Twenty Four Parganas,1202229
west-bengal,2021,1,Murshidabad,1166975
west-bengal,2021,1,Hooghly,1046242
west-bengal,2021,1,Howrah,940133
west-bengal,2021,1,Nadia,893107
west-bengal,2021,1,Purba Medinipur,884605
west-bengal,2021,1,Paschim Medinipur,800530
west-bengal,2021,1,Paschim Bardhaman,738540
west-bengal,2021,2,North Twenty Four Parganas,2660664
west-bengal,2021,2,Kolkata,1944113
west-bengal,2021,2,South Twenty Four Parganas,1286588
west-bengal,2021,2,Murshidabad,1248602
west-bengal,2021,2,Hooghly,1117731
west-bengal,2021,2,Howrah,1004570
west-bengal,2021,2,Nadia,955428
west-bengal,2021,2,Purba Medinipur,946277
west-bengal,2021,2,Paschim Medinipur,856640
west-bengal,2021,2,Paschim Bardhaman,789026
west-bengal,2021,3,North Twenty Four Parganas,2852030
west-bengal,2021,3,Kolkata,2078360
west-bengal,2021,3,South Twenty Four Parganas,1383020
west-bengal,2021,3,Murshidabad,1342984
west-bengal,2021,3,Hooghly,1198858
west-bengal,2021,3,Howrah,1077467
west-bengal,2021,3,Nadia,1026795
west-bengal,2021,3,Purba Medinipur,1017925
west-bengal,2021,3,Paschim Medinipur,922218
west-bengal,2021,3,Purba Bardhaman,847622
west-bengal,2021,4,North Twenty Four Parganas,3043008
west-bengal,2021,4,Kolkata,2213659
west-bengal,2021,4,South Twenty Four Parganas,1477679
west-bengal,2021,4,Murshidabad,1435266
west-bengal,2021,4,Hooghly,1278850
west-bengal,2021,4,Howrah,1150144
west-bengal,2021,4,Nadia,1096767
west-bengal,2021,4,Purba Medinipur,1087362
west-bengal,2021,4,Paschim Medinipur,985745
west-bengal,2021,4,Purba Bardhaman,905950
west-bengal,2020,1,North Twenty Four Parganas,1789973
west-bengal,2020,1,Kolkata,1336585
west-bengal,2020,1,Murshidabad,830132
west-bengal,2020,1,South Twenty Four Parganas,820857
west-bengal,2020,1,Hooghly,755631
west-bengal,2020,1,Howrah,654600
west-bengal,2020,1,Nadia,633794
west-bengal,2020,1,Purba Medinipur,632173
west-bengal,2020,1,Paschim Medinipur,572195
west-bengal,2020,1,Paschim Bardhaman,538224
west-bengal,2020,2,North Twenty Four Parganas,1966125
west-bengal,2020,2,Kolkata,1454772
west-bengal,2020,2,Murshidabad,922312
west-bengal,2020,2,South Twenty Four Parganas,919118
west-bengal,2020,2,Hooghly,833240
west-bengal,2020,2,Howrah,732829
west-bengal,2020,2,Nadia,701101
west-bengal,2020,2,Purba Medinipur,696243
west-bengal,2020,2,Paschim Medinipur,631931
west-bengal,2020,2,Purba Bardhaman,589508
west-bengal,2020,3,North Twenty Four Parganas,2143943
west-bengal,2020,3,Kolkata,1573291
west-bengal,2020,3,South Twenty Four Parganas,1023020
west-bengal,2020,3,Murshidabad,1005986
west-bengal,2020,3,Hooghly,906517
west-bengal,2020,3,Howrah,804627
west-bengal,2020,3,Nadia,768633
west-bengal,2020,3,Purba Medinipur,760873
west-bengal,2020,3,Paschim Medinipur,689466
west-bengal,2020,3,Purba Bardhaman,639938
west-bengal,2020,4,North Twenty Four Parganas,2321888
west-bengal,2020,4,Kolkata,1700474
west-bengal,2020,4,South Twenty Four Parganas,1118649
west-bengal,2020,4,Murshidabad,1085899
west-bengal,2020,4,Hooghly,977339
west-bengal,2020,4,Howrah,875172
west-bengal,2020,4,Nadia,832891
west-bengal,2020,4,Purba Medinipur,824961
west-bengal,2020,4,Paschim Medinipur,747114
west-bengal,2020,4,Paschim Bardhaman,688685
west-bengal,2018,1,North Twenty Four Parganas,396980
west-bengal,2018,1,Kolkata,306503
west-bengal,2018,1,Murshidabad,187824
west-bengal,2018,1,Hooghly,148033
west-bengal,2018,1,South Twenty Four Parganas,142473
west-bengal,2018,1,Paschim Bardhaman,139310
west-bengal,2018,1,Howrah,136589
west-bengal,2018,1,Nadia,136396
west-bengal,2018,1,Purba Medinipur,131380
west-bengal,2018,1,Paschim Medinipur,127203
west-bengal,2018,2,North Twenty Four Parganas,572438
west-bengal,2018,2,Kolkata,431481
west-bengal,2018,2,Murshidabad,276931
west-bengal,2018,2,Hooghly,221090
west-bengal,2018,2,South Twenty Four Parganas,214056
west-bengal,2018,2,Nadia,209683
west-bengal,2018,2,Paschim Bardhaman,203750
west-bengal,2018,2,Howrah,198699
west-bengal,2018,2,Purba Medinipur,195830
west-bengal,2018,2,Paschim Medinipur,185542
west-bengal,2018,3,North Twenty Four Parganas,722572
west-bengal,2018,3,Kolkata,548600
west-bengal,2018,3,Murshidabad,335935
west-bengal,2018,3,South Twenty Four Parganas,284988
west-bengal,2018,3,Hooghly,280640
west-bengal,2018,3,Nadia,262694
west-bengal,2018,3,Howrah,255445
west-bengal,2018,3,Purba Medinipur,252759
west-bengal,2018,3,Paschim Bardhaman,251021
west-bengal,2018,3,Paschim Medinipur,238405
west-bengal,2018,4,North Twenty Four Parganas,946634
west-bengal,2018,4,Kolkata,721653
west-bengal,2018,4,Murshidabad,417114
west-bengal,2018,4,Hooghly,400360
west-bengal,2018,4,South Twenty Four Parganas,398349
west-bengal,2018,4,Howrah,339192
west-bengal,2018,4,Nadia,325690
west-bengal,2018,4,Purba Medinipur,323889
west-bengal,2018,4,Paschim Medinipur,304068
west-bengal,2018,4,Paschim Bardhaman,302594
uttar-pradesh,2022,1,Gautam Buddha Nagar,2822463
uttar-pradesh,2022,1,Lucknow,2348173
uttar-pradesh,2022,1,Ghaziabad,2298103
uttar-pradesh,2022,1,Prayagraj,1504572
uttar-pradesh,2022,1,Kanpur Nagar,1431918
uttar-pradesh,2022,1,Varanasi,1406056
uttar-pradesh,2022,1,Agra,1279852
uttar-pradesh,2022,1,Gorakhpur,1027283
uttar-pradesh,2022,1,Meerut,967325
uttar-pradesh,2022,1,Bareilly,875033
uttar-pradesh,2022,2,Gautam Buddha Nagar,2973360
uttar-pradesh,2022,2,Lucknow,2474317
uttar-pradesh,2022,2,Ghaziabad,2421605
uttar-pradesh,2022,2,Prayagraj,1590032
uttar-pradesh,2022,2,Kanpur Nagar,1510491
uttar-pradesh,2022,2,Varanasi,1483315
uttar-pradesh,2022,2,Agra,1351856
uttar-pradesh,2022,2,Gorakhpur,1086399
uttar-pradesh,2022,2,Meerut,1020429
uttar-pradesh,2022,2,Bareilly,925536
uttar-pradesh,2022,3,Gautam Buddha Nagar,3130224
uttar-pradesh,2022,3,Lucknow,2604663
uttar-pradesh,2022,3,Ghaziabad,2549377
uttar-pradesh,2022,3,Prayagraj,1678668
uttar-pradesh,2022,3,Kanpur Nagar,1592126
uttar-pradesh,2022,3,Varanasi,1563730
uttar-pradesh,2022,3,Agra,1426154
uttar-pradesh,2022,3,Gorakhpur,1148103
uttar-pradesh,2022,3,Meerut,1075255
uttar-pradesh,2022,3,Bareilly,977218
uttar-pradesh,2022,4,Gautam Buddha Nagar,3286371
uttar-pradesh,2022,4,Lucknow,2734333
uttar-pradesh,2022,4,Ghaziabad,2676888
uttar-pradesh,2022,4,Prayagraj,1763014
uttar-pradesh,2022,4,Kanpur Nagar,1673173
uttar-pradesh,2022,4,Varanasi,1641943
uttar-pradesh,2022,4,Agra,1497144
uttar-pradesh,2022,4,Gorakhpur,1205580
uttar-pradesh,2022,4,Meerut,1127324
uttar-pradesh,2022,4,Bareilly,1025341
uttar-pradesh,2024,1,Gautam Buddha Nagar,3965080
uttar-pradesh,2024,1,Lucknow,3309599
uttar-pradesh,2024,1,Ghaziabad,3240845
uttar-pradesh,2024,1,Prayagraj,2163437
uttar-pradesh,2024,1,Kanpur Nagar,2038863
uttar-pradesh,2024,1,Varanasi,2000419
uttar-pradesh,2024,1,Agra,1827812
uttar-pradesh,2024,1,Gorakhpur,1482201
uttar-pradesh,2024,1,Meerut,1369150
uttar-pradesh,2024,1,Bareilly,1256323
uttar-pradesh,2024,2,Gautam Buddha Nagar,4112477
uttar-pradesh,2024,2,Lucknow,3433006
uttar-pradesh,2024,2,Ghaziabad,3364054
uttar-pradesh,2024,2,Prayagraj,2246704
uttar-pradesh,2024,2,Kanpur Nagar,2116734
uttar-pradesh,2024,2,Varanasi,2075958
uttar-pradesh,2024,2,Agra,1897322
uttar-pradesh,2024,2,Gorakhpur,1541095
uttar-pradesh,2024,2,Meerut,1420863
uttar-pradesh,2024,2,Bareilly,1304230
uttar-pradesh,2024,3,Gautambuddha Nagar,4449683
uttar-pradesh,2024,3,Lucknow,3565800
uttar-pradesh,2024,3,Ghaziabad,3496832
uttar-pradesh,2024,3,Prayagraj,2284614
uttar-pradesh,2024,3,Agra,2103223
uttar-pradesh,2024,3,Kanpur Nagar,2099245
uttar-pradesh,2024,3,Varanasi,2027531
uttar-pradesh,2024,3,Gorakhpur,1685478
uttar-pradesh,2024,3,Meerut,1591722
uttar-pradesh,2024,3,Bareilly,1513919
uttar-pradesh,2024,4,Gautambuddha Nagar,4577065
uttar-pradesh,2024,4,Lucknow,3675410
uttar-pradesh,2024,4,Ghaziabad,3585148
uttar-pradesh,2024,4,Prayagraj,2366419
uttar-pradesh,2024,4,Agra,2177829
uttar-pradesh,2024,4,Kanpur Nagar,2169076
uttar-pradesh,2024,4,Varanasi,2093895
uttar-pradesh,2024,4,Gorakhpur,1752309
uttar-pradesh,2024,4,Meerut,1641966
uttar-pradesh,2024,4,Bareilly,1565625
uttar-pradesh,2023,1,Gautam Buddha Nagar,3434422
uttar-pradesh,2023,1,Lucknow,2858255
uttar-pradesh,2023,1,Ghaziabad,2798185
uttar-pradesh,2023,1,Prayagraj,1847496
uttar-pradesh,2023,1,Kanpur Nagar,1751281
uttar-pradesh,2023,1,Varanasi,1718122
uttar-pradesh,2023,1,Agra,1567104
uttar-pradesh,2023,1,Gorakhpur,1263672
uttar-pradesh,2023,1,Meerut,1178230
uttar-pradesh,2023,1,Bareilly,1073906
uttar-pradesh,2023,2,Gautam Buddha Nagar,3562632
uttar-pradesh,2023,2,Lucknow,2965623
uttar-pradesh,2023,2,Ghaziabad,2904454
uttar-pradesh,2023,2,Prayagraj,1923415
uttar-pradesh,2023,2,Kanpur Nagar,1819802
uttar-pradesh,2023,2,Varanasi,1786176
uttar-pradesh,2023,2,Agra,1630258
uttar-pradesh,2023,2,Gorakhpur,1315842
uttar-pradesh,2023,2,Meerut,1224499
uttar-pradesh,2023,2,Bareilly,1119305
uttar-pradesh,2023,3,Gautam Buddha Nagar,3694806
uttar-pradesh,2023,3,Lucknow,3079592
uttar-pradesh,2023,3,Ghaziabad,3015494
uttar-pradesh,2023,3,Prayagraj,2002831
uttar-pradesh,2023,3,Kanpur Nagar,1892032
uttar-pradesh,2023,3,Varanasi,1857307
uttar-pradesh,2023,3,Agra,1696452
uttar-pradesh,2023,3,Gorakhpur,1370080
uttar-pradesh,2023,3,Meerut,1272850
uttar-pradesh,2023,3,Bareilly,1164885
uttar-pradesh,2023,4,Gautam Buddha Nagar,3820774
uttar-pradesh,2023,4,Lucknow,3186571
uttar-pradesh,2023,4,Ghaziabad,3120359
uttar-pradesh,2023,4,Prayagraj,2077118
uttar-pradesh,2023,4,Kanpur Nagar,1960237
uttar-pradesh,2023,4,Varanasi,1924417
uttar-pradesh,2023,4,Agra,1757237
uttar-pradesh,2023,4,Gorakhpur,1422116
uttar-pradesh,2023,4,Meerut,1317753
uttar-pradesh,2023,4,Bareilly,1207371
uttar-pradesh,2019,1,Gautam Buddha Nagar,1143614
uttar-pradesh,2019,1,Lucknow,896208
uttar-pradesh,2019,1,Ghaziabad,859583
uttar-pradesh,2019,1,Prayagraj,532230
uttar-pradesh,2019,1,Varanasi,524667
uttar-pradesh,2019,1,Kanpur Nagar,511583
uttar-pradesh,2019,1,Agra,392222
uttar-pradesh,2019,1,Gorakhpur,336196
uttar-pradesh,2019,1,Meerut,311930
uttar-pradesh,2019,1,Bareilly,279714
uttar-pradesh,2019,2,Gautam Buddha Nagar,1282816
uttar-pradesh,2019,2,Lucknow,1011470
uttar-pradesh,2019,2,Ghaziabad,975605
uttar-pradesh,2019,2,Prayagraj,602739
uttar-pradesh,2019,2,Kanpur Nagar,585796
uttar-pradesh,2019,2,Varanasi,583444
uttar-pradesh,2019,2,Agra,461224
uttar-pradesh,2019,2,Gorakhpur,387961
uttar-pradesh,2019,2,Meerut,361091
uttar-pradesh,2019,2,Bareilly,318597
uttar-pradesh,2019,3,Gautam Buddha Nagar,1415905
uttar-pradesh,2019,3,Lucknow,1124832
uttar-pradesh,2019,3,Ghaziabad,1088568
uttar-pradesh,2019,3,Prayagraj,667277
uttar-pradesh,2019,3,Kanpur Nagar,655175
uttar-pradesh,2019,3,Varanasi,639586
uttar-pradesh,2019,3,Agra,530228
uttar-pradesh,2019,3,Gorakhpur,434172
uttar-pradesh,2019,3,Meerut,408972
uttar-pradesh,2019,3,Bareilly,356146
uttar-pradesh,2019,4,Gautam Buddha Nagar,1537791
uttar-pradesh,2019,4,Lucknow,1221681
uttar-pradesh,2019,4,Ghaziabad,1189357
